,sentiment,text
37403,1,send me @replies  @reply
37404,0,Why does hayfever always play up at night 
37405,0,I feels weak. Today wasn't so sure will be a good day or opposite.  
37406,1,"Argg can't upload my mothers day cards to GCU, have to just use zazzle today me thinks  http://www.zazzle.com/moonlake"
37407,0,I'm awake  Pepper is outside
37408,0,"you still trying? shes like 14,000 behind though now, theres no way she can win with cheats "
37409,0,@saamanthajaane  thats what i was worried about. but apparently i heard they ring twice and leave a message.. i hope
37410,1,Fly With Me - Jonas Brothers 
37411,1,@luvmyludwig Hi Crystal! 
37412,1,"@dorothyjburt very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere &amp; discussion"
37413,1,"@ddubsbostongirl ohhh, she wasn't happy? bahaha. why not? I would've been like, &quot;aww, why the sourpuss face?!&quot; bahaha. put her on blast. "
37414,0,I have a terrible stomach ache. 
37415,1,@shelliwazzu I would love to go to Britain... my husbands British and I want to move there 
37416,1,"@fionayoungbrown Hi Fiona - can you check your email, please? "
37417,0,@OfficialAS yeah neither. I'm TRYING to be happy. but a WHOLE MONTH?! and during our hols  nope. no way! I'm being selfish! we're being...
37418,0,"Rain, rain go away! Bc I have TBS todayyy. "
37419,1,@heathermeeker I would read your blog! 
37420,1,"@johannamlinar Hi Johanna, @Banksyart is now at @Banksyart2 - he's been posting there since having probs with his @Banksyart account. "
37421,0,Ugggh its been a long day full of DRAMA!!! I'm tired of it all 
37422,0,"@cynter Yeah, horrible stuff over there "
37423,1,@AdeelAhmad Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P
37424,1,@vero Would have said Skitch... but you said Win + OSx 
37425,0,@HaileyATL her mom always finds something to say to make her not go.. im sure she will if not umm.. idk 
37426,1,"@tommcfly its wicked  Would have been so funny &quot; egg records&quot; it has a ring to it  i like it  , what you up to ? x"
37427,0,"@e_noir  Good luck hun, hope you get something sorted x"
37428,1,@quanplaymaker Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
37429,1,might go to da pool!!!!!!!!!!!! 
37430,0,At lunch i will go to bookstore and see if there is a &quot;companion&quot; book to the prisoner or something that will help me 
37431,0,how come when i go look at #coolbandsmadeuncool it says there are not search results? 
37432,1,"@revdancatt you probably didnt get th ememo, 30 is as high as it goes, I am done playing  good luck"
37433,1,@UndressJess  should let me do sum beats 4 a vid 4 ya or something let me know 
37434,1,@kitankhamun Pitty he wasnt arnd 2 huh! I wld have rlly wet myself! Otherwise the wedding was gr8!! Had a gd time &amp; lots of smiley faces! 
37435,1,Pumped I get to go out for lunch. 
37436,1,"So worth a follow, the dude is cracking me up. "
37437,0,uhhhh i ate toooooo much 
37438,0,I woke up cranky today!! Ugh! Maybe cuz my parents woke me up with loud music! And I hate THEIR kind if music!! 
37439,1,Finally something good on Disney tomorrow. Hatching Pete premiere! 
37440,1,@kelownagurl didnt think she would enjoy it..guess she will be a regular...darn it. 
37441,0,@mydc fkkk you man 
37442,0,I'm losing him.  I don't wanna. I'm losing her.  I don't wanna.  I'm losing myself. &quot;cry your little eyes out you whore.&quot; &quot;Ok.&quot;
37443,1,"Aaah, home. Home is good, because a @Moist is here "
37444,1,@JoeyBC Is it for getting to and from work - braver than me! or is it that i am just a lazy arse 
37445,1,Hanging out with Kaye 
37446,1,@Themancipation im good  im gettin tan cuz im white as a ghost! Lol
37447,1,@thea_peace cool miley is truely amazing  
37448,0,@sacajaweea no .. its just a uk bonus and its called enhancement i think but its a UK bonus 
37449,0,@Karen230683 @Glasgowlassy Ooh what you havin to eat? Still can't get this feckin mic to work!! 
37450,1,i love these people  @mateoonline @ladyxmusic @Rahki @SQUASCHOOM @nattweb @itskrystalskye @stephjonesmusic
37451,1,@lakeffectkid yayyy thanks 
37452,0,@LuvD143 aww.my holiday is almost over  .back to college tomorrow.i dont like going to classes.haha
37453,1,"@ScottBradley Sure, or we may need a call in number.  @jdodd would reach out to you with one, if necessary "
37454,1,@Myke329 It's The Thought That Counts. Its Only Been 6 Days &amp; I Feel Like I Haven't Seen You Guys In Years. I HEARD YOU SMASHED YOUR SHOW 
37455,0,"@MsPrettyBoriqua you damn loser,  what you doing tonight"
37456,0,@systemragebodom than come 
37457,1,@heartbrken4evr It was pretty good 
37458,0,@Kay_Dazzle Red Robin?? By me? You didn't even call! So hurt  lol
37459,1,@larnsriver have you heard EVERLY? bethany joy is 1/2 of the duo...i so love joy! i love the sweetest thing 
37460,1,@eBeth I can hear it now... 
37461,1,"@kermmartian Hmm, we'll see. I've got some plans today. I'll keep you updated if I have any free time "
37462,1,@vburk July 2010  and you ruz all things proofer/editor-like 
37463,1,"@ddlovato Awww I hope you're having fun, you deserve a break with your family "
37464,0,@JonasFan92KSA whatcha doing? I never u see u on twitter?..  http://myloc.me/24zY
37465,1,Happy Mother's Day to all the mothers out there! Do have a good and enjoyable day 
37466,0,@caramel_cutie girl not yet. im layin in bed now but it aint working 
37467,1,@thattoychick Roffle mau. 
37468,0,"I wanna watch PPP so bad! But my dads watching telly where i recorded it  I shall have to watch it on youtube, i can t wait no more!"
37469,1,"@ob27 Yeah its full time, and i'll keep my other part time job at a theatre. "
37470,1,Going to see Star Trek again. 
37471,1,"@Time4CoffeeTime No I didn't know, but I'm in Brisbane not Sydney "
37472,1,"@x_stevie_x only maths tomorrow, about 878767 the next 2 days.  I know  only 19 degrees here though :|"
37473,0,Handbags at twenty paces! That was slightly awkward :/ #caughtinthemiddle #argument 
37474,1,@michaelmeloni haha hmm but i really enjoy PK nights! i can't put a fault there. i had dinner with @a_me1 at alto which was great too 
37475,0,@sallismoney why are you booing me? What did I do to you? Woe is me.. 
37476,0,@x0me880x AWWW! That is so sad. 
37477,0,Tired....watching Camp Rock...sadly. 
37478,0,@suzysak damn wish I cld but can't I'm working 
37479,1,@EmilieSamuelsen aww its the excitement of it all  not weird! lmaooooo i would take an umbrella (Y) unfortunatly its most likely haha! x
37480,1,Was chatting with @amandajohnstone this morning and she writes &quot;people are dum&quot; ... pure brilliancy! 
37481,0,@dream0176  maybe you can get one after work or even tomorrow.
37482,1,Omg Tom's a trending topic aha 
37483,1,@KimbaASPTL love the stools  very original
37484,1,@GuyKawasaki enjoying Alltop!! Keep up the awesome job!! 
37485,1,@TheRealLilZa zaaaa ! 
37486,0,Watching old episodes of &quot;The Sopranos&quot; makes me miss it so much.  #ONTD #ONTD #ONTD #ONTD #ONTD #ONTD #ONTD #ONTD #ONTD #ONTD #ONTD #ONTD
37487,1,#IgniteCardiff is on fire. Hot stuff! 
37488,1,@crazytwism is gravity a paid software? wow didnt know. but should that b much of a problem? 
37489,0,aaah! so mad at my phone! the speakers are broken so I missed the call from my only friend! now she's working so she can't call back 
37490,0,"@FaithChildMusic oh issit  get well man, god will do da healing. im dat guy u saw at uni with stealth n i asked r  henry's olda bro lol"
37491,1,@Crystal0386 @MCFAN247 YO NEW VA LAMB IN DA HOUSE! @MariahLambsFans  get her in dis!
37492,0,@anthonyfontana Twice over? that is very sad    Is there anything any of us can do to help ?
37493,0,"aww, rafa is so upset  ...haven't seen him this mad at himself this year"
37494,1,@jordanknight At least I was on the right track with Jesus! One of Jesus' favorite people at least 
37495,0,"@theonetruebix Still too early in morning for me, not thinking straight.  Could be all those loaded bases we left loaded this week too."
37496,1,"nicee the day turns out not being as hectic as i feared, chillin' til' tonight "
37497,0,@loobycrafts pink? where did you find pink ones :O mine just have crystals all over them  im waiting for your beads to arrive today 
37498,1,hm.. time for lunch.. 
37499,1,@willhiltonmitch thanks mate!!! i appreciate the love! 
37500,1,"@BevanWilde Nooooow, you're talking, boss...I'm liking it...Im going to watch it a few more times. "
37501,1,"#flylady Breaded pork chops/chips in oven, cauli pn, table set. Going to call my Mum in Scotland - 74 years young today! "
37502,1,@Has_Bookpushers that's exactly what it is. Me too. At least the post office will deliver it fast. Hooray!! for your books. 
37503,0,I have noooo idea   but he has 3 bites! and the other two are getting mini blisters too  I just emailed the dr @PhilHarrison
37504,1,TWITTER? YOUR BACK? 
37505,1,Be safe little sister...that's all I am saying. You are up late?  @halfaheart
37506,1,"@FlashdaJagwar Yeah , I made it ! Missed you "
37507,0,"@AndeeAnchovee OMG I just went to her blog... And I'm shocked to read that, do u think she has really ended her life? "
37508,1,"Who Loves bein in LOVE!  This man can sing, I love this song! ...http://tinyurl.com/dbm2rz"
37509,1,@Saoirse_ 4hours boom boom  http://www.4hoursmusic.com
37510,1,"Gets me every time!  @SpinningDiscs: &quot;@girlpiper Sorry Sweetie, had to do it, such a great song from a WONDER... â« http://blip.fm/~7djl6"
37511,1,@zakiwarfel Sunday 24; 8lb 4oz 
37512,0,@miss_r Not fake 
37513,0,no one to twitter 
37514,1,Thanks  @frk_maria: &quot;When I was seven this was my favourite song. Still digg it!;D&quot; ? http://blip.fm/~6thz7
37515,1,"@FrankieTheSats aww, what tv prog is it (:   im seeing you on friday at hampden park  are yous selling any merch there? xx"
37516,1,"@binmugahid Sigh...the leader of a soon-to-be-former superpower gets super special treatment. Things never change, do they. "
37517,1,#True Tuesdays: &amp; Im not even drunk  Its #True Tuesday bishes! Lighten up!
37518,0,Back from #phish. The only downer was leaving and seeing hundreds and hundreds of people sucking down balloons.  
37519,1,@dougiemcfly Dougie get well soon!We love you &lt;3 ARGENTINA LOVES YOU AND LOVES MCFLY 
37520,1,@evilbride greaat thankies  mind 2 intro?
37521,1,@MickPuck loooooong time ago. Crowd at the thing today reminded me of it. Seem to remember a 2+ hour set courtesy of your good selves 
37522,1,"@ZettaGeek ah. Ok. Well, see you tomorrow sometime or whatnot. I'm going to bed /very/ soon. "
37523,1,http://twitpic.com/6608i - Meet our new buddy brandon 
37524,0,@issie_bella Yes it does. And it should be illegal. I hope we get to talk soon though. 
37525,1,is close to level 25 in PetSo.  Gotta be in level 26 before school! http://plurk.com/p/xe1f2
37526,0,@DarkGX Good detailed #Sims 3 video review...video player sux on this site though  Maybe u will have better l... http://tinyurl.com/q67tqu
37527,1,"@gageneral way excited, i was thinking about it this morning, i havent been to a concert in years, and i think this will be a blessing "
37528,1,@El_Smacky That's good. 
37529,1,"@ITBlogger Unless, of course, you happen to be a wrestling fan, especially of ECW. "
37530,1,@marginatasnaily is that yeah right good idea  or yeah rite   ?
37531,0,"@Impala_Guy In the past it was ok but since iï¿½ve got my own appartment, my own car........itï¿½s very difficult to save the money "
37532,0,@Athiinaa That's not nice madam 
37533,1,@Trucco905 Yes!!  I would love to!
37534,0,@rossmurderscene LOL! beats daisys jai ho dance anyday. Have u seen little miss sunshine? Cause I think I'm the only person who's not 
37535,1,@thebrandbuilder @brainsonfire are great folks; met them in Miami - quite passionate about their work 
37536,1,"@drnelk hee, not true @zenbitch and I both have multiple personalities even right here on twitter @EvilZen and @JenBitch7 "
37537,0,"@faithgoddess7 *hugs* Just read ur last tweets... Uplifting you in prayer for comfort. Yes, very shameful that murder is common  Life = ?"
37538,1,i'm on a mission now. so excited!   
37539,0,i want foooooood 
37540,0,@LadyNez95 i was at my sissy's and had no charger 
37541,0,"Jogging, isn't REALLY that cool, especially if you've got a high fever "
37542,1,"@michalbaartman haha im doing hmwk, but its painting done most of the other stuff  its 11:33 here"
37543,0,"@gabbyfosho if youre talking about me, sorryyy. past personal stuff and its just an opinion. ive seen them change and dont like it "
37544,1,@Jazzy_IAm its coolz 
37545,0,@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww. 
37546,1,"@anaggh anthr gem of rule dt I read 4married men Rule No 1: d wife is always right Rule No 2: wen in doubt, refer2Rule No 1 "
37547,1,@markhoppus sounds perfect realy! 
37548,1,Lucky enough my breakfast cheered me up 
37549,0,Thought there was a sallys wher I live but no for hair and beauty trade 
37550,1,"@karinhoegh @karinhoegh Podcasting isn't necessarely distributing Audio, so there is still a bright future ahead for podcasting "
37551,1,"2hours of walking. everyone went pub, but i came home to do 'work'  i love being in the garden  fake tanning later im thinking ;)"
37552,1,"@GreeGreece oh wait your in Greece, I'm in the U.S of course you think differently "
37553,1,@hiddenstar13 thanks  so do i :S
37554,1,@rileymac31 Thanks for the video Riley! I lovee your room!!  Especially the walls 
37555,0,@denifty I'm really sorry. I thought updates were free for touch users too 
37556,1,I'm going to see the &quot;Land of the Lost&quot; today.  Anyone seen it?  I need a good laugh. 
37557,1,@Ste1987 I see where your coming from. and night! 
37558,1,@ColorblindFish It must be the whole NKTOB community! 
37559,0,I have to tidy my room now.  This is going to be long ... 
37560,1,"So, World History, Chemistry, English.. He I come! lol "
37561,0,"@junderscorem JUST TELL US  He isn't on Twitter, wonder of wonder, miracle of miracles"
37562,1,@daveriley - that must be exciting! 
37563,0,@murdamex hahah! sooo true  i wouldve came over but u didnt look like u wanted to be bothered lol! u were by the dj booth
37564,1,normal twitter is weird 
37565,0,"@jonathanrknight You are killing us you know???!!! We need to know about the rattlesnake, you can't leave us hanging on here "
37566,0,"@MissTori Aw sweets, Let me rub that for ya. "
37567,0,"OMG. David Cookie, hope you're felling fine. "
37568,1,@ShaneeQuaLee saved ya  ......DM ur numba if u want i hav international call/text
37569,1,GoGoGo... move up by 2  69. hubpages.com
37570,1,@GuitarLove08 Goodnight!!! 
37571,0,@leezl lucky you! I didn't see you last night  did you like it?
37572,1,"#FRF Madagascar- Escape 2 Africa: 6/10. Not as good as M1. But still good enough. Gloria gets a boyfriend, and the penguin gets married! "
37573,0,ughhh. aim wont let me link any of my screennames 
37574,1,@ShanteCurtis idk...cuz i still have college to finish from august to december  i think i'll be there for like 10 days or 2 weeks maybe 
37575,1,"Yummy dinner, desert coming up, open fire...rain outside...good movie...might break out the Baileys "
37576,0,"@pearlbones awh  he's the best as well. I think I have cheer bear, idk it's pink anyway"
37577,0,my favorite kid didn't come to school today. who's gonna nap with me? 
37578,0,"@Ravels sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you."
37579,1,@danielpinkney http://twitpic.com/67im7 - too cute!!! 
37580,0,"@patriciaco I just had a poster of him mounted, so I can post it on my wall! I can't believe he's still not tweeting us. "
37581,1,@Trucco905 That's so funny! I am exactly the same - and get it from my mom. And people always say the same thing to me. 
37582,0,"@dvntownsend nah sleeping in the bath is awesome, except i ALWAYS wake up with one of those horrid jump things "
37583,1,@JanisSharp Thats really good Janis.  It will be good when its all over and done with...will keep praying xxxxx
37584,0,"@pazenlavida no, amor. no booze. the only spirit is the holy spirit. "
37585,1,@Maxey2012 i blocked @oprah yesterday @theBloggess said she had - and i'm easily led 
37586,0,@majornelson yeah...areas that don't have Best Buy should be considered dead zones 
37587,1,http://twitpic.com/6ditb - Can't wait!!! 
37588,0,Feel like a hack. Blah Blah. Haven't made anything in ages it seems 
37589,1,@garymurning Sure...am on here for a while. Give me a shout when you're done. *high five* 
37590,0,ewww.. im all hot from being in my uniform long jeans.. and its like 80 out 
37591,0,@L_Star22 I did someone to post so I can retweet. 
37592,0,oh dang!  Its tied 4-4 in the second set 
37593,0,@lizzyalexcris warped tour 
37594,1,"@viltsukas HAHAAHAHAHAHAHA, what do you mean you love my voice? "
37595,0,@djoj seriously it sucks... 
37596,1,Going home to set up for a fire tonight  yaay
37597,0,wishes she was in bed with a strapping young man ... hmmmm dream on Anni 
37598,1,"Good evening, friendly tweeples. "
37599,1,"I ily burger rings, they taste so good - I like putting them on all my fingers then eating them one by one  haha"
37600,0,"@Bluebee3 boo!! are you serious  why didn't it work out. And im doing great, just anxiously awaiting July to come...lol..."
37601,1,@cissypeoples wow thats awesome! hope ur having a great time 
37602,1,@mercelleduane hahahaha omfg really? That's gud 
37603,0,"@zoooni  anyways india is out, doesn't matter who wins "
37604,0,It seems like I used to like Half Baked more.. 
37605,0,"@supernurple its the same on the Ms Twitter wall though, I can't vote, they're not going up, even with the plus signs there "
37606,0,im in a really shitty mood 
37607,1,@csi_printchick awesome a friend of mine did that too a few yrs ago 
37608,1,@LexiePixie Of course!  I am having a pretty good day! Hope you are as well!!
37609,1,Chocolate cravingg D: Gonna go the shops &amp; get some icecream toooooo  aha.
37610,0,haven't finished my calculus project! ugh 
37611,1,@maxine_c Thanks Max! 
37612,0,@StewartKris Kristen! Please follow me.  I really really want to communicate with you! PLS PLS PLS. IM BEGGING!!!! I LOVE YOU!  ...
37613,0,The iPhone 3G S is not liking my British accent at all... 
37614,0,"@jimjonesbones Come to the Miss Tattoo thing on Saturday, then party with meee ? "
37615,1,GOOD MORNING!! 
37616,1,@Moonchild66 Nothing wrong with a little hot weather and alcohol - Summer is lovely 
37617,1,okay. effin Gordon's freakin me out. i'm out! lol  watching eatbulaga lol
37618,0,@tb78 ah that's boring 
37619,1,@jdmcme3  so wazzup? any plans for the weekend??
37620,1,kelly clarkson is really pretty 
37621,1,@TWalk Which productivity challenge is in your sights today?  (via @BryanPerson) What are great question to start the day! Take it on!
37622,1,@piiyaahn Yup Yup 
37623,1,what kind of town do i live in where they don't sell sherbert???!!! root beer floats are good too tho 
37624,0,@aerobic247 ninja cat neva did anythin 
37625,1,@meaghanellenxo yes yes yes 
37626,0,@LaVie_Clothing who's in charge of dis account!? Da Boss..lol..Yeah I'm afraid so &quot;/ well unfortunatly I'm BaQ to single no1 wants me  now
37627,1,@Loz62 and a very good afternoon to you kind sir! 
37628,0,"@AmberGamblerAV  poor you, scared of a bit of rain were ya?"
37629,1,@rebeccao372 can't argue with that 
37630,1,"@HipHopJunkie951 awww...Xavier,i meant MY roots (I'm Pakistani, remember!??!) .... but i'll def. keep that in mind!  thanx"
37631,1,"i love mondays, tomorrow is a jonas teeshirt dayyyy "
37632,1,@sianhughes_ I can't see what it could mean though. Damn. early mornings for you 
37633,1,@lucylumcfly  tom's my fav atm lol mind you i love them all aha xxx
37634,0,Gumby power reigned supreme at the Faversham on Tuesday! Is there any point to me having a day off when my return is this stressful 
37635,1,@twizzwhizz11 Same here Sara. I liked GoF and CoS too! 
37636,0,"worried about doin this color, i think its gonna look like a basketball but thats what she wants  oh wells!"
37637,0,"@Phee78 yes, I think so but a lot of people have to do it before it becomes a trend I think? I know what you mean about Moonlight "
37638,1,@InLoveWithJonas Hey like 2-3 weeks or something  No worries!
37639,0,brrrrrrrr its cold 
37640,0,@Yashoki Actually a friend of mine told me about the treasure item and o useful it was  I am catching up really quick.
37641,0,Finished my dinner. It was a harvest. 
37642,0,Looks like the thunder heads are rolling in.. Big boo-hiss for that! 
37643,0,"Listening to &quot;Whole Lotta Love&quot; by Adam Lambert while cleaning my room...Ugh, I printed out all my summer assignments, and I'm sad "
37644,0,@vastella now that just makes me more pissed! I'm sorry to hear that happened. 
37645,0,@musicmuch I don't see the wave. 
37646,0,@Gabriel_Proulx oh NOOOOOOO!  that's terrible.   
37647,1,@ThankTank U R Welcome! 
37648,1,@DAY26addict nah son I'm good lol. Stay a fan. They really need the 15 fans they have left 
37649,0,"Grrr, shit Sony mp3 player isn't playing AIFF files! No music now, that's what you get for trying anything other than iPod "
37650,1,@kaitlynnoelleJB i got mine off of itunes.  $1.99 each.
37651,0,http://bit.ly/5NMvY  - Ohmygosh i am now a blubbering mess 
37652,0,oww! my throat hurts! 
37653,1,@PawPrintsPet  but I had no idea how to get her to understand that. 
37654,1,"@artyjill Yep, lot of good scenery here  whereabouts did you visit when you were here?"
37655,1,@MindfullyChange  thanks for following 
37656,1,#musicmonday - Paulo Nutini - Candy - http://bit.ly/17f19K   Glasgow boy made good 
37657,0,"@RobinWalker,lol and no pictures of that malfunction? "
37658,0,I hardly tweeted today.. don't know why 
37659,1,@thefrankenfish go check your direct messages 
37660,1,@segdeha and he is male after all ... they dont evolve much paste 15! 
37661,1,@jaredaripaul Those look yummy would make a Cookie Monster out of anyone there 
37662,1,"@Dolly61 Very true, I try to set it to stun "
37663,1,Shout out to @siremusicgroup  thx for watching my broadcast hope u enjoyed it.
37664,1,"@teemwilliams Im already followin him, Juz had 2 follow that PWETTYYYY Smile.. "
37665,0,@mrgenius23 You win ... SIGH Rakeem 
37666,1,"@Cybermudgeon Ahh, I see. "
37667,1,"@BonnieBrown Good morning, Bonnie! Sounds like a wonderful morning for you. I'm glad! "
37668,0,"@yeswhatokay Oh no, I'm so sorry  Maybe she'll come around once the ceremony starts?"
37669,0,"@shayimani LMAO. Sometimes those dairy products really pick fights w/ my stomach... Sadly, I can't end my love affair w/ dairy "
37670,1,"@Saurabh hehe.. yes, the famous diet coke  I didnt go to the Tweetup. Went to the MotherJane gig instead. It was awesome! U didnt go?"
37671,0,FML gonna have to work my tail off to get a C in my anthropology class  all because i had to go to Michigan for my sis's HS graduation FML
37672,1,New Moon is shite  most depressing fucking book ever 
37673,0,Uhm ; I want my video  it would make my day. A million times better !!
37674,1,@ashleyymiller its ok babee  ily xxx
37675,0,@RyanSeacrest OMG! I love Conan! Wow the toilet water is blue huh? That's pretty cool &amp; v fresh but in a few years u'll see - all brown! 
37676,1,Ooooh other inspiring thingy! *your* video platform Blip.TV http://is.gd/QaIj here + some cooking variation on puff pastry snacks 
37677,0,alright been out in the sun nearly all day its far too hot for me now haha Im sweating like a pig not nice haha and am all burnt ouch 
37678,0,No more chicken salads from the halal truck...what was in that chicken? My tummy hurts 
37679,0," dont wanna go to school, even though i've had a week off, i have my french module 2 which ima fail."
37680,1,"@fartingpen As long as Gibbs and Gilchrist bat well, you can go save money on your drinks "
37681,0,@TheBigfella oh dear. hope you feel better soon. 
37682,1,@AngelaNilsson thanx muchly for the shout &amp; your support. love your work 
37683,1,"On the bus, last week of school. "
37684,0,http://twitpic.com/7so9d - my samsung was silver. and worked properly. i miss it  i paid $99 for it 
37685,0,@stigblog your too healthy  might be why your so skinny and hot!
37686,1,@bbrathwaite @randomnickname If either of you had any idea of what I have further planned for my hobby...   Games aren't my endgame. hee!
37687,1,"@Boomstone http://twitpic.com/6tzgh - THAT'S what those are called! (I'm learning,I'm learning!)  "
37688,1,"@mrskutcher Lanvin is amazing,::swoon::To some people, unbelievably so, it is news. IMO, that's not expensive, not for Lanvin "
37689,1,On my way 2 Olive Garden in Palmdale 4 daddy coakley bday 
37690,0,@KMoodie yes... But I also can't sleep LOL 
37691,0,"@brianjshoopman Me try to take ride on bus stop, like people say, but bench not move. "
37692,0,Forgot my phone. Sad times 
37693,0,I can just walk away. . . .but the hard part is knowing you wont follow when I do 
37694,0,Does it make sense to have someone say they love you but then constantly ignore you?! 
37695,0,"I'm backkkkk! So what have I missed? what a lovely day, although my head is pounding so I think thunder could be on its way! "
37696,1,"Nina: byee, text you though   x"
37697,0,@VampireKat I is ignoring you while hiding under the bed! Not comming out till you put dose teef away!       so there!
37698,0,@timmoon_cs boo - that sucks   You ok?
37699,0,@Ana_xo ( awww yes take it  I wanna see them.
37700,0,@franka91 still not working for me 
37701,1,@Mexiliu floozied up sounds good!! 
37702,0,"Givin' Up On Twitter,,. Mouse Is Messin' Up Now,.! "
37703,0,@MistressJoJo At least another week yet Jo Sorry 
37704,1,"@dreamboi She Must Have Been A Drag Queen, LOL! "
37705,1,@giftsandvoucher Will do. I hope it is good cos I'd hate to spend two hours indoors if it isn't 
37706,1,"@sweetcherrypop You did? TY,   yeah...something going on with twitter,,.,still not resolved yet."
37707,0,"I like t9 now. well, it's not that i like it, it's just that it's addicting and i'm incapable of regular texting now.  Hahaha"
37708,1,@nesarajah it's out.  if you did not guess from my last tweet 
37709,1,@gigimaguire #publicserviceannouncement to any man that lies on their dick starting today gigi will chop them off lmfao 
37710,0,Ran my first 5K in 5 months after a knee injury in 33:04. Sooo slow 
37711,1,@konahead Oh the drinking for sure...nothing fun about workouts  
37712,1,"@juliaxgulia No prob.  How's new job?  Can we expect you at #Masquertweet?? (yes, a 3 (now 4 part tweet  )"
37713,1,"goodnight, school tomorrow :/ @camerontdf Have a safe flight tomorrow "
37714,1,"Taking my make up off, then their making me look british  sounds fun ey? lol, tweet me it would make my day  seriously, love yall"
37715,0,@JennysMyName why is today so bad? 
37716,1,@demarius sorry...Good Morning Friend is what I said  
37717,1,@CookingGranny glad you made it there safely   
37718,1,"@VincentHunt start by breathing, Bro "
37719,0,@MontyRules Oops! mea culpa! 
37720,1,@coliwilso you did the right thing with the unfollow tonight...much excitement. 
37721,0,ahhhh morning fights so great 
37722,1,"@nhiies why limit your story to 140 chr. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
37723,1,"@chennysherm13 http://twitpic.com/2nrs2 - yeahh demi's the best,, I MET HER IN PERSON  she's so nice"
37724,1,@serendipitynz Oh sounds totally delish. You are so good cooking after work! 
37725,0,@erykah_ But then it's warm. 
37726,1,@TheHulse I think it should be a fiver or less to get in. 6 quid is a weird price. Ace though 
37727,0,"I still can't find my phone, I NEED that phone, well not the phone the memory card in it!  "
37728,1,@jehan_ara thank god!! 
37729,1,@FlagHag LOL... Just being goofy... my usual state  hehe
37730,0,Watching Open Season 2 - and so far I do not approve! They're having a RABBIT fight.. who would throw a cute little rabbit  I'm sad now
37731,0,Damn I forgot bout snl wit ciara and justin! Do y'all think this episode will b on youtube cuz I wanna see it 
37732,1,"Going to watch the last four episodes of GG and then catch up with DH (hopefully, Heroes too). "
37733,1,"alright, we're going to this bookstore  better than to be bored the whole day. My purse will cry, I feel it ;-)"
37734,0,my baby's cutest pjs are just about too small 
37735,1,@cccarol only if i can scream and throw things at the screen 
37736,0,"http://twitpic.com/7m016 - My brother totally left me and fell asleep  thats my Pokemon blanket from when I was his age, no laughing."
37737,1,@xXJess017Xx yaaaay!!! i can throw in some graphics iv done with @officialTila &amp; @MrDeNiro for the TILA ARMY VIDEO yaaaaay haha  &lt;33
37738,1,http://twitpic.com/6byus - took this when i was at the cinema!  i want to watch this one!!
37739,0,man this show is depressing. 
37740,0,@DaveHamilton that and it's really dependent on twitter - so when twitter is down it is too 
37741,1,@kdaly100 Hope flight was on time 
37742,0,@Piewacket1 I will only send the real thing next time.  sorry
37743,1,"its getting colder and coler every night, yay! oh how i love winter very muchly "
37744,1,"@ginellem great,.. I will search and find... just wanted ask B4 I hunted "
37745,1,@fionajc3 lol....oh okiday  That works too 
37746,1,"Lets C how much more amazing can this week get SRSLY!!  Job, Love, Money, &amp; Gifts, srsly, everything I want &amp; the day is not even over "
37747,0,Wow did you hear about the aeroplane? they dont no where it is? and... susan boyle has been taken to a clinic thing because of stress i/t 
37748,1,"@JimLecinski Good morning, Jim ~ Thank you so much for the Mr. Tweet recommendation! That was so nice of you ~ thank you again! "
37749,1,"today is gunna be dope: 10am buy Blink tickets, 12 ish haircut,snow cone, then tanning all day "
37750,0,I just lost 2 followers. 
37751,0,tomorrow is not going to be fun 
37752,1,@tess_untitled - hahahah lol 
37753,1,@manz76 I'm all the way down in Hobart. You can imagine how cold it is at the moment 
37754,1,@qblockdotcom What is Blackberry Bold or is it Blackberry Old? 
37755,1,@indychristian don't eat too much!  I'll have to try Paradise sometime
37756,1,@MrInfamy you've done smething I really really enjoyed spending time wit u and your friends that was cool by the way don't stop 
37757,1,@lovehound goodnight! 
37758,0,man i cant find my hair bonnet!   Hope I dont mess up my hair!
37759,0,@UzimaCollective Sorry to hear that  What's the matter?
37760,0,Is wondering where Fedex Is with my package 
37761,0,mr twitter what r u doing? i can't send direct messages anymore!! 
37762,0,"@jackfaulkner Need the money  Anyway, I should have rang before 12 for sickwork, but I was sleeping off the ill, innit. Nevermind."
37763,1,@shaunadennett09 its awesome  post tour depression is awful buuuut it's only...34 days until Sherwood! eeeee!
37764,1,@Sexpest69 r u being paid to say nice things ? 
37765,1,@poohsuke I hope you have/had a good evening and sleep well over there in paradise 
37766,1,@sumrtime thought of you when i saw those sun/NYC grid pics...glad you were able to see it in person.  
37767,0,@MeccaStarr LMAO! I hate when that happens.. it spoils my drink  now you gon have lil floaties unless u dump it
37768,0,"@EmmaGriffiths86 ooh jetlag sucks :-/ bet you are missing LA already though, its been 2 yrs since ive been, i wanna go back "
